"","aa","year_haul","year","haul","Depth","Depth_cat","sh_lon","sh_lat","Area","Bottom.type","Bottom.type.new","Bottom.temperature...C.","Angu ang","Arge sph","Aris fol","Aris ant","Arno lat","Boop boo","Both pod","Call mac","Call ris","Cent gra","Chel cuc","Chro chr","Cong con","Cori jul","Dasy pas","Dent gib","Dent mac","Dent mar","Dipl ann","Dipl pun","Dipl vul","Eled cir","Eled mos","Engr enc","Epin aen","Etmo spi","Eutr gur","Gale mel","Gobi nig","Heli dac","Hopl med","Ille coi","Labr mer","Lepi cau","Lepi bos","Lepi cav","Lepi die","Lith mor","Loli for","Loli vul","Loph bud","Merl mer","Micr pou","Mull bar","Mull sur","Mura hel","Must mus","Myli aqu","Neph nor","Octo vul","Page aca","Page bog","Page ery","Phyc ble","Phyc phy","Poly ame","Pter bov","Raja ast","Raja cla","Raja mir","Sard pil","Sard aur","Scom sco","Scor not","Scor por","Scyl can","Sepi ele","Sepi off","Sepi orb","Serr cab","Serr hep","Serr scr","Siga lur","Siga riv","Sole sol","Sole mem","Spar cre","Spar aur","Sphy chr","Sphy sph","Spic fle","Spic mae","Spic sma","Spon can","Squa aca","Squa bla","Squi man","Step dia","Symp cin","Symp ros","Symp tin","Syng acu","Syng typ","Syno sau","Torp mar","Torp nob","Torp tor","Trac dra","Trac rad","Trac med","Trac tra","Trig luc","Trig las","Tris min","Upen mol","Upen por","Uran sca","Zeus fab"
"121",121,162004,2004,16,172,"101-200",26.5755,37.24966667,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,-1.74272268731414,NA,NA,-0.000741294410139609,NA,NA,NA,NA,NA,-0.372104141469022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507192702438081,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.07124844506156,NA,NA,-0.232724073604104,NA,NA,NA,NA,0.520390583145912,NA,NA,NA,NA,NA,NA,NA,-0.272824932021495,-2.1001916809216,NA,NA,NA,NA,NA,NA,-1.18783307959296,NA,NA,-1.18137217392318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.366064835324636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.697441408227204,NA,NA,NA,NA,NA,NA,NA
"122",122,162005,2005,16,172,"101-200",26.57516667,37.25,"SouAeg","MudStone","Soft-Rock mixed",15.7,NA,-0.777765071822038,NA,NA,NA,NA,NA,NA,NA,NA,0.123711602690867,NA,-0.139967890343182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.860661718696887,NA,NA,NA,-0.565721479755378,NA,NA,NA,0.576377548088964,NA,0.458241459918126,NA,-1.39378517512912,-0.0501834778654038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.71357729630104,NA,NA,NA,NA,NA,NA,-1.37881260861502,0.771342289447524,NA,-0.651705017087156,-0.0987136744499977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.858607212055789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134070459534002,NA,NA,NA,NA,NA,NA,0.938619189448971
"123",123,162006,2006,16,172,"101-200",26.57466667,37.24983333,"SouAeg","MudStone","Soft-Rock mixed",15.7,NA,0.0526433380246403,NA,NA,NA,NA,NA,NA,NA,NA,0.791710854029545,NA,0.11655615486838,NA,NA,NA,0.0850824551861304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633725943024069,NA,NA,NA,NA,0.326887327432259,NA,-1.25765549387965,NA,NA,0.599342306365222,NA,0.647831372940086,0.455397958683904,NA,NA,NA,NA,-0.102682793464604,-0.17460736171884,NA,NA,NA,NA,NA,NA,1.00954441213295,-1.06656254741112,NA,NA,NA,NA,NA,NA,-0.258338651967883,-0.566556665293481,NA,-0.447813524774235,-0.543649523243052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.26752611442925,NA,NA,NA,NA,NA,NA,0.773381046088766
"124",124,162008,2008,16,172,"101-200",26.57383333,37.24883333,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,0.75456169438809,NA,NA,NA,-0.0454723218286866,NA,NA,NA,NA,-0.691442948540631,NA,NA,NA,NA,NA,0.354761937684107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35916717578496,NA,NA,NA,1.14593763924383,NA,NA,NA,NA,-2.2333168377473,-0.239105766641681,NA,NA,-0.115305527600797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56921035605176,NA,NA,NA,NA,NA,NA,-1.14508129314418,0.410932151918889,NA,-0.920445681061746,-0.83995321506418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0256674116324346,NA,NA,NA,NA,NA,NA,0.466393376202017
"125",125,162014,2014,16,163,"101-200",26.56916667,37.25016667,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,0.813916087355855,NA,NA,NA,0.328740171323073,NA,NA,NA,NA,-0.0800279372001379,NA,NA,NA,NA,NA,-0.810359372573051,NA,NA,NA,NA,NA,0.813329293610056,NA,NA,NA,NA,NA,NA,NA,NA,-0.624886682075555,NA,NA,NA,1.11242809888116,1.06042447975332,NA,NA,-0.433824432321854,-0.732318192213186,-0.541437558243991,NA,0.0121269613915102,-0.591246302931194,NA,0.364284562927358,NA,NA,NA,NA,NA,0.3753721256667,NA,NA,NA,NA,NA,NA,1.10193921928653,NA,NA,1.1670597690659,NA,NA,0.136501245954554,-0.622799581455844,-1.70947832905534,-0.0826759211308359,-0.794742759512812,-0.318850474727795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.225182708897036,NA,NA,NA,NA,NA,NA,NA,-0.832028320707941,NA
"126",126,162016,2016,16,171,"101-200",26.57383333,37.249,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,-0.806438080644328,NA,NA,NA,NA,NA,NA,NA,NA,-0.67578472246183,NA,NA,NA,NA,NA,NA,-0.969541883830802,NA,NA,NA,NA,NA,-2.22491050812171,NA,NA,NA,NA,NA,NA,NA,-0.650903693197477,NA,NA,NA,1.84770185465433,NA,NA,NA,NA,0.0807711246429416,-0.231605306914997,NA,1.48673896773641,-0.104277985964576,NA,NA,NA,NA,-1.29843523256559,NA,NA,NA,NA,NA,NA,NA,1.05027550465645,NA,NA,NA,NA,NA,NA,NA,-0.257837546479,1.68656357393442,NA,0.607796735393182,-0.415405038884211,0.619615441011937,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.546979119790308,NA,NA,NA,NA,-0.0730381476447066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.419535608868394,NA,0.283873992974232,0.12166504206224,NA,NA,NA,NA,0.776500654205481,0.308305491305764
"127",127,172001,2001,17,217,"201-500",26.6095,37.18283333,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,-0.468015982588763,NA,NA,NA,NA,NA,NA,NA,NA,1.09778864562471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.688103510749924,NA,NA,NA,NA,NA,NA,-0.819316041292342,NA,1.74319579967054,0.511392062693398,NA,-0.886106774568802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.509455012736987,NA,NA,NA,NA,NA,NA,-0.0865548049396605,NA,NA,0.194911485456693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.239960311098724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.21278137148589
"128",128,172003,2003,17,213,"201-500",26.61266667,37.18133333,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,0.532316951723923,NA,NA,NA,NA,NA,NA,NA,NA,0.450870407069195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725864423064377,NA,NA,NA,NA,NA,NA,0.28843035701911,NA,-0.532764466186821,0.980588111917628,NA,NA,NA,NA,-0.213184419128114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807581349941921,NA,NA,NA,NA,NA,NA,1.1331700514618,NA,NA,1.28442128285418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87992971349205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36205070745042,NA,0.436539113523307,NA,NA,NA,NA,NA,NA
"129",129,172004,2004,17,218,"201-500",26.61083333,37.184,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,0.261531328300299,NA,NA,NA,NA,NA,NA,NA,NA,-0.787360457159075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29192155771156,NA,-2.42259108755523,NA,NA,NA,NA,NA,NA,1.1782810406033,NA,0.0170351902436147,-0.565306620617764,NA,NA,-0.414024374190692,NA,-1.23858707483865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1603017719741,-2.24492914749069,NA,NA,NA,NA,NA,NA,0.305117825786801,1.66940161308893,NA,0.708914785781722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.826513825627433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.422482786534562,NA,NA,NA,NA,NA,NA,-0.0108535010512118
"130",130,172005,2005,17,216,"201-500",26.61116667,37.18383333,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,-0.144124028458095,NA,NA,NA,NA,NA,NA,NA,NA,0.162013665496227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413773828633714,NA,-2.30736153655676,NA,NA,NA,NA,-0.986696191254956,NA,0.453062975233565,NA,NA,0.689067284771601,NA,1.11592204647034,0.822093633758551,NA,NA,NA,NA,0.246497543599139,-0.746155080844333,NA,NA,NA,NA,NA,NA,NA,NA,1.43359795884803,NA,NA,NA,NA,NA,-1.32355669194659,-0.873056648714096,NA,2.12202229300299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258155141899078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.597246295657796,NA,NA,NA,NA,NA,NA,0.700629090210946
"131",131,172006,2006,17,213,"201-500",26.61233333,37.182,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,-1.26864177419649,NA,NA,NA,NA,NA,NA,NA,NA,2.30163697750297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.20281573266716,NA,NA,NA,NA,0.292294600722071,NA,-0.866237449972676,NA,0.656906553826092,-0.580267570334552,NA,1.24846764085077,-1.57790537675085,NA,NA,NA,NA,1.32946624994423,NA,NA,NA,NA,NA,NA,NA,-0.73861347925061,NA,0.905167349374653,NA,NA,NA,NA,NA,0.0846232754829661,-0.418511484337155,NA,0.429751395480931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15520734347426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26038255326019,NA,NA,NA,NA,NA,NA,-0.598377059042096
"132",132,172008,2008,17,217,"201-500",26.61,37.18283333,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,-0.317380862269083,NA,NA,NA,NA,NA,NA,NA,NA,0.0735709826755012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14046382473872,NA,NA,NA,-1.82622496016385,NA,NA,0.704914395992806,NA,0.863421217532088,0.827920842944072,NA,1.22343090226641,-0.0873909077642955,NA,NA,NA,NA,NA,NA,NA,NA,-1.04260090281303,NA,NA,NA,NA,-1.2972480393329,0.975269734008288,NA,NA,NA,NA,NA,0.677308377231615,-1.82434758074305,NA,-1.25081656822145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.225830807616971,NA,NA,NA,NA,NA,-1.41555620152879
"133",133,172014,2014,17,215,"201-500",26.61133333,37.18116667,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,0.591732862794399,NA,NA,NA,1.06434500588679,NA,NA,NA,NA,0.201245608434484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.474062542924249,NA,-0.153428766950466,NA,NA,NA,NA,0.240725166869991,NA,1.50983872026133,-0.866076396064137,-0.644716646489395,-0.132873880858096,NA,-0.751308632696802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2463928083781,NA,NA,NA,NA,NA,0.272377353747116,0.475031295974766,NA,-0.305381541361913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.0545009881264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25687838748537,NA,NA,NA,NA,NA,NA,0.978624995777821
"134",134,172016,2016,17,211,"201-500",26.61316667,37.178,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,0.594627238516637,NA,NA,NA,-1.10911381916989,NA,NA,NA,NA,1.61838428095983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.519731731904754,NA,NA,NA,NA,-0.851091131840254,NA,-0.676377144373805,NA,NA,0.274303721394272,NA,0.256307409621811,NA,NA,NA,NA,NA,-1.45061824537309,NA,NA,NA,NA,NA,NA,NA,NA,-1.9930146355521,0.703782065578416,NA,NA,-0.554729775784492,NA,NA,1.88257611182986,NA,NA,0.561855238249262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.29830789027218,NA,NA,-0.485599299093012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367901821134288,NA,NA,NA,NA,NA,NA,0.127498028257397
"135",135,182001,2001,18,248,"201-500",26.569,37.21983333,"SouAeg","Mud","Soft",NA,NA,0.301871765462993,NA,NA,NA,NA,NA,NA,NA,NA,-0.788645191678302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.062931343550217,NA,-0.851308920176535,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.322119022095988,NA,-0.779798719962452,-0.345541035139378,NA,NA,NA,NA,NA,NA,0.302067692732858,NA,NA,NA,NA,NA,NA,2.26987889951534,NA,NA,NA,NA,NA,NA,0.590529727451895,NA,NA,-0.606843033510408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727999089925987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04494425287849,NA,NA,NA,NA,NA,NA,0.767234105312163
"136",136,182003,2003,18,260,"201-500",26.5805,37.21533333,"SouAeg","Mud","Soft",NA,NA,0.00904186286829779,NA,NA,NA,NA,NA,NA,NA,NA,0.00833254466459661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13722503065406,NA,NA,NA,NA,NA,NA,-0.486195756819408,NA,0.426728052378548,NA,NA,NA,NA,NA,NA,-2.83131122353628,NA,NA,2.09756337483027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518927401930489,NA,NA,NA,NA,NA,NA,1.00168788508748,NA,NA,0.981365873178368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396664958065425,NA,NA,NA,NA,NA,NA,-0.161554046036723
"137",137,182004,2004,18,272,"201-500",26.58166667,37.215,"SouAeg","Mud","Soft",NA,NA,0.229351320023916,NA,NA,-0.193248528046586,NA,NA,NA,NA,NA,-1.05842197051664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485562673099154,NA,0.79918489122875,NA,NA,NA,NA,NA,NA,-0.934188757951194,NA,NA,NA,NA,0.538772177432354,1.37211009064163,NA,-1.21241086238803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623945728736003,NA,NA,NA,NA,NA,NA,0.567069546061718,NA,NA,2.45022521771371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.423479785000877,NA,NA,NA,NA,NA,NA,NA
"138",138,182005,2005,18,260,"201-500",26.58083333,37.21516667,"SouAeg","Mud","Soft",NA,NA,-2.02540437897697,NA,NA,NA,NA,NA,NA,NA,NA,0.455078920457456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.32265146519579,NA,-0.516244022533016,NA,NA,NA,NA,-1.17809819081204,NA,0.552550016772171,NA,-2.16525024072737,1.9724085078575,NA,0.171370835158716,NA,NA,1.06100509187059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.952820410637331,NA,NA,NA,NA,NA,-0.355166548126078,2.07770067203346,NA,0.631658304605201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.477364564055679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.531883870605836,NA,NA,NA,NA,NA,NA,1.60871437820776
"139",139,182006,2006,18,270,"201-500",26.57766667,37.21616667,"SouAeg","Mud","Soft",NA,NA,0.410886948224979,NA,NA,NA,NA,NA,NA,NA,NA,0.0784967097400245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.721130398088185,NA,1.91956088856462,NA,NA,NA,NA,0.808602920678121,NA,-0.706810343641851,NA,0.178573695813295,-0.78351395273178,NA,1.0177788808399,-1.08939036077085,NA,NA,NA,NA,NA,NA,1.08116185074011,NA,-1.60435634223798,NA,NA,NA,NA,-0.433029299606241,0.950427038752325,NA,NA,NA,1.20773617423533,NA,0.00858245684047565,0.243583384403741,NA,-1.62746109130538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.21298064749993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903018963632596,NA,NA,NA,NA,NA,NA,0.0532054276296684
"140",140,182008,2008,18,263,"201-500",26.58133333,37.21433333,"SouAeg","Mud","Soft",NA,NA,0.393837954205719,NA,NA,NA,NA,NA,NA,NA,NA,0.495396902500256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06308823436994,NA,0.834674579094432,NA,-0.721585458385297,NA,NA,-2.1466363251246,NA,0.811199609092129,NA,-0.20056146039185,0.534171409107455,NA,0.949700461953386,0.312822034238577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.187566499569187,0.343862543509477,NA,NA,NA,NA,NA,-0.210995526582051,0.573635504748824,NA,-1.87477970743544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0638190791908576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39685633578934
"141",141,182014,2014,18,270,"201-500",26.574,37.21683333,"SouAeg","Mud","Soft",NA,NA,-0.600257561175614,NA,NA,NA,NA,NA,NA,NA,NA,0.750801242941081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.22723556356044,NA,0.8052790185942,NA,NA,NA,NA,-1.14634020066555,NA,-1.17802356781398,0.171397147908993,NA,2.21467028824332,NA,NA,NA,NA,0.685635182950552,NA,NA,NA,NA,1.49176320086896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9354663267124,-0.00510492577227153,NA,0.475702312545174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.923554117078989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343028462064863,NA,0.539133911956153,NA,NA,NA,NA,NA,NA,-1.477971015533
"142",142,182016,2016,18,261,"201-500",26.58183333,37.21433333,"SouAeg","Mud","Soft",NA,NA,0.247867612780141,NA,NA,NA,NA,NA,NA,NA,NA,-0.321538146132171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1809762438678,NA,1.89539686151175,NA,NA,NA,NA,0.457095593341094,NA,1.57147744443682,NA,NA,NA,NA,0.925426030698384,0.0166361929797732,NA,NA,NA,NA,0.198630178171741,NA,NA,NA,0.322767750224542,NA,NA,NA,NA,-0.88847775816814,NA,NA,NA,NA,NA,NA,-0.177353974086005,0.606771550859909,NA,0.868525522242932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.538852494668599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.58385013021442,NA,NA,NA,NA,NA,NA,-0.0832712465865214
"143",143,192001,2001,19,144,"101-200",26.66733333,37.16883333,"SouAeg","MudStone","Soft-Rock mixed",16.76,NA,0.3292736333783,NA,NA,NA,NA,NA,NA,NA,NA,0.73206127620354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21906068764609,NA,NA,NA,NA,NA,NA,NA,NA,-0.97729416179841,-0.383294660137186,NA,NA,-0.778340943687035,NA,NA,NA,NA,-1.68398999994467,NA,NA,NA,NA,NA,NA,NA,NA,0.269950887983867,NA,NA,NA,NA,NA,NA,1.13574506528911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582894651763004,NA,0.893131828322123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13111266137492
"144",144,192003,2003,19,175,"101-200",26.66716667,37.17,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,NA,NA,NA,NA,0.653488692822172,NA,NA,NA,NA,0.760967607680097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06656642979817,NA,NA,NA,0.256493360488961,NA,NA,0.661968339420397,0.467379155974867,NA,-0.592606387889351,NA,NA,-1.05863969042924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0365265401149324,NA,NA,NA,NA,NA,NA,-0.0205855606574772,NA,1.25291429594517,1.76289050560709,-1.2606564367211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.863488518304163,NA,NA,NA,NA,NA,NA
"145",145,192004,2004,19,176,"101-200",26.66533333,37.17033333,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,0.387008233672196,NA,NA,0.285277485661979,-0.430028410438542,NA,NA,NA,NA,0.51336809931504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317708824271985,NA,NA,NA,1.63259004231667,NA,NA,NA,-0.492388809927255,NA,1.94087014812679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12070689180865,NA,NA,NA,NA,NA,NA,1.72469154207315,NA,NA,0.0522432555196012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2710345103769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.40329934009703,NA,NA,NA,NA,NA,NA,-0.239139311553803
"146",146,192005,2005,19,177,"101-200",26.6615,37.17133333,"SouAeg","MudStone","Soft-Rock mixed",15.45,NA,0.0269474106471951,NA,NA,NA,NA,NA,NA,NA,NA,1.65323068291172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.671426371679747,NA,NA,NA,1.22928838453262,NA,NA,-0.453453419729201,NA,-0.391939191953693,-1.0931930672142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.621328753978811,-0.73391645846084,NA,NA,NA,NA,NA,1.16159757998543,0.586217038562731,NA,1.18550103368435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28361660241786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.145551366076607,0.563508861181756,NA,NA,NA,NA,NA,0.332315268422444
"147",147,192006,2006,19,177,"101-200",26.66283333,37.17033333,"SouAeg","MudStone","Soft-Rock mixed",15.5,NA,-0.127141996920392,NA,NA,NA,-0.459244132882214,NA,NA,NA,NA,-1.20052396167452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677299246297758,NA,NA,NA,3.16147797141629,-0.061433449612287,NA,-0.755685210703306,NA,-0.513911232356537,-0.398437367964135,NA,0.149457993283606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.35107149488535,-1.50612677797302,-0.929841196841483,NA,NA,NA,NA,NA,-0.0517167118150795,0.581708496776139,NA,0.462125717945897,NA,-0.235352542044616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.00509099812229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164839084176104,NA,NA,NA,NA,NA,NA,-0.403024935425818
"148",148,192008,2008,19,176,"101-200",26.66233333,37.16983333,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,-4.0779754081926,NA,NA,NA,-1.10094938316032,NA,NA,NA,NA,-1.42988424855562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1238226491775,NA,NA,NA,NA,0.176720739870033,NA,-0.118682867794687,NA,0.108562292271223,0.726923664714387,NA,0.637050599688652,0.443209191035113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93407112970845,NA,NA,NA,NA,NA,-0.507853223110479,0.334478253868982,3.12187588154241,0.406105202316286,NA,1.05762894041581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.53070078658074,NA,NA,NA,NA,NA,NA,-0.00537040911390567
